"","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"BRA_LL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.352356955295017,0.0228240165130843,0.398121066929556,-0.014897018367725,0.0116000600337246,0.11363488570401,-0.0783767520606274,-0.116405943363495,NA,NA,NA
"SPA_LL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0415310033564813,-0.158247567129843,-0.114849588825265,-0.18406981035591,-0.313195883366008,-0.154249825131857,0.0323785429769305,0.0223855616018431,-0.00492754844682963,0.0109740008047385,0.056015160272306,0.249526148349752,0.141151992052812,0.101524559309165,-0.0404168394883007,-0.0999990533396469,0.0627799330842223,0.0392498328525202,-0.00531119844467387,-0.00255315591495631,0.0716135123490051,0.043281853157632,0.0195988715306701,0.0544960351157862,0.0148562767938287,0.0024642598377449,0.0520067372288997
"JPN_LL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816332278200566,0.385729393087502,0.217519851937279,0.210097964855024,0.367898787864698,0.0997098059254471,0.209631517717377,0.120496474867512,0.14275109076219,-0.0446801174127547,-0.368839851256169,-0.545268285515175,-0.306885592815612,-0.473689547254997,-0.448059422415265,-0.688384452748809,-0.154682083617864,0.120035611135171,0.0451001108970428,0.140075345653808,0.0549875142487839,-0.115783241745902,0.116467004721466,0.0142546345751971,-0.0191846087019922,-0.0488502015109149
"URU_LL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434305461482757,-0.00903632441021562,0.381554172760018,0.171454407208029,0.146130385911041,0.167541937378897,0.0555419333546228,-0.335054110433431,-0.266786033627547,-0.333347109808528,-0.821557016932328,0.078944006580377,NA,NA,NA
"SA_LL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390441519691914,0.315008139471862,0.0581887382015962,0.126612106044358,-0.0390330239628085,-0.10687885725865,0.0043951187904101,-0.216022363143955,-0.310427757383991,-0.0440739463431763,-0.160464725023706,-0.0844164563178573
