"","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182289570293053,0.0516606421626529,0.0272391104414922,-0.0211841837403517,-0.0488950317625072,-0.0228991567412873,-0.00106824691826546,0.0648273051370998,0.0717693411377223,0.0993132606503258,0.0393878940923305,-0.0627210853160554,-0.0962003192001069,-0.0811832178273235,-0.0775614475027471,-0.0733229973995684,-0.0987256224242978,-0.0818353714333933,-0.020227283458067,0.0163727860480831,0.0187433288745993,0.0314894661547998,0.0160754471275641,0.0460300095360635,0.0539841057164576,-0.019390691683224,-0.0641235311925845
